Time Stamp (ms),qw,qx,qy,qz
1226735,-0.614563,0.598389,-0.16217,0.487793
1226770,-0.614502,0.598633,-0.161987,0.487671
1226803,-0.614258,0.598938,-0.161804,0.48761
1226835,-0.613892,0.599304,-0.161926,0.48761
1226870,-0.613831,0.599426,-0.161865,0.48761
1226904,-0.613464,0.599854,-0.161743,0.487488
1226937,-0.612976,0.600708,-0.161804,0.487061
1226971,-0.611633,0.602356,-0.162415,0.48645
1227004,-0.610229,0.603638,-0.164185,0.486084
1227038,-0.608398,0.605347,-0.166748,0.485413
1227072,-0.606018,0.607178,-0.169434,0.485168
1227105,-0.607666,0.604858,-0.168396,0.486328
1227140,-0.609253,0.604065,-0.165771,0.486267
1227173,-0.610413,0.604004,-0.163147,0.485779
1227206,-0.610229,0.604004,-0.163513,0.48584
1227240,-0.609314,0.60437,-0.165039,0.486023
1227273,-0.60907,0.604492,-0.165344,0.486023
1227306,-0.609497,0.604431,-0.164612,0.48584
1227341,-0.609436,0.604614,-0.164246,0.48584
1227372,-0.609192,0.604858,-0.164673,0.485779
1227407,-0.609131,0.60498,-0.164551,0.485657
1227441,-0.609192,0.605286,-0.164063,0.485413
1227474,-0.609009,0.605713,-0.163757,0.485168
1227506,-0.608459,0.606628,-0.164063,0.484619
1227540,-0.606995,0.60791,-0.165527,0.484375
1227574,-0.604858,0.609802,-0.167786,0.483948
1227608,-0.602783,0.611389,-0.170532,0.483459
1227641,-0.601685,0.612671,-0.171326,0.482971
1227675,-0.603882,0.610107,-0.168884,0.484314
1227709,-0.606323,0.609619,-0.164429,0.483398
1227742,-0.606812,0.609497,-0.163696,0.483154
1227776,-0.606018,0.609863,-0.165161,0.483215
1227809,-0.605347,0.610046,-0.166321,0.483398
1227842,-0.606079,0.609802,-0.165405,0.483154
1227877,-0.606018,0.610229,-0.16449,0.483032
1227910,-0.605896,0.610291,-0.164734,0.483032
1227944,-0.605835,0.610291,-0.164734,0.483032
1227979,-0.606262,0.610352,-0.164063,0.482727
1228011,-0.60614,0.610657,-0.163879,0.482483
1228046,-0.606079,0.611084,-0.163696,0.482117
1228078,-0.605652,0.612,-0.163513,0.481567
1228112,-0.604614,0.613037,-0.164734,0.481201
1228148,-0.602478,0.614624,-0.167603,0.480835
1228178,-0.601563,0.615234,-0.169067,0.480652
1228214,-0.60083,0.615967,-0.169434,0.48053
1228247,-0.603455,0.613098,-0.166443,0.481934
1228279,-0.605042,0.612976,-0.163086,0.481201
1228312,-0.605591,0.612732,-0.162048,0.481201
1228346,-0.604309,0.613159,-0.164063,0.481506
1228379,-0.60376,0.613403,-0.165039,0.481628
1228413,-0.604126,0.613403,-0.164368,0.481384
1228447,-0.604248,0.613464,-0.16394,0.481262
1228481,-0.604187,0.613525,-0.164063,0.481262
1228515,-0.604309,0.613464,-0.163879,0.481201
1228548,-0.604431,0.613647,-0.163513,0.480957
1228582,-0.604187,0.614197,-0.163269,0.480652
1228616,-0.604126,0.614868,-0.162842,0.480103
1228649,-0.602966,0.615967,-0.163696,0.479797
1228683,-0.601868,0.616821,-0.16571,0.47937
1228716,-0.599548,0.618286,-0.168762,0.47937
1228749,-0.598389,0.619263,-0.170288,0.478943
1228784,-0.600098,0.616638,-0.16925,0.480591
1228820,-0.602234,0.616089,-0.165161,0.480042
1228851,-0.60321,0.616089,-0.162781,0.479614
1228885,-0.6026,0.616272,-0.164185,0.479736
1228918,-0.60199,0.616272,-0.165405,0.480042
1228951,-0.602356,0.616333,-0.164673,0.479736
1228984,-0.602783,0.616455,-0.163513,0.479492
1229018,-0.602844,0.616394,-0.163452,0.479492
1229051,-0.602661,0.616638,-0.163513,0.479431
1229085,-0.6026,0.616882,-0.163269,0.479187
1229118,-0.602722,0.617249,-0.16272,0.47876
1229153,-0.602295,0.618225,-0.162354,0.47821
1229185,-0.600952,0.619507,-0.163696,0.477844
1229223,-0.599365,0.620544,-0.166138,0.477539
1229253,-0.597473,0.621643,-0.169434,0.477417
1229286,-0.596252,0.62262,-0.170349,0.477295
1229321,-0.596863,0.620117,-0.168518,0.480408
1229354,-0.599976,0.619446,-0.163574,0.479187
1229388,-0.601318,0.619019,-0.161377,0.47876
1229421,-0.600281,0.619385,-0.163025,0.479004
1229454,-0.599304,0.619751,-0.164429,0.479248
1229489,-0.599731,0.619629,-0.163879,0.479126
1229522,-0.600464,0.619568,-0.162292,0.47876
1229556,-0.600403,0.619812,-0.16217,0.478638
1229590,-0.60022,0.620056,-0.16217,0.478516
1229622,-0.600464,0.620422,-0.161377,0.477966
1229657,-0.600464,0.620911,-0.160522,0.477661
1229690,-0.59906,0.622437,-0.16156,0.477112
1229723,-0.597595,0.623413,-0.164185,0.476746
1229757,-0.595947,0.624573,-0.166565,0.47644
1229791,-0.601868,0.621643,-0.153625,0.477234
1229824,-0.650757,0.585999,-0.118103,0.468201
1229857,-0.653809,0.594299,-0.133179,0.448975
1229891,-0.637817,0.59967,-0.131287,0.465088
1229924,-0.641968,0.586243,-0.113647,0.480896
1229957,-0.645447,0.582642,-0.114746,0.480408
1229992,-0.654785,0.580505,-0.124756,0.467651
1230026,-0.676941,0.57135,-0.147522,0.440002
1230059,-0.700562,0.557739,-0.173279,0.410095
1230092,-0.700684,0.556458,-0.173584,0.411438
1230127,-0.711975,0.549316,-0.162598,0.406067
1230159,-0.716553,0.532104,-0.138733,0.429138
1230193,-0.727539,0.506592,-0.130432,0.443909
1230229,-0.749817,0.476318,-0.121094,0.442932
1230260,-0.746887,0.468079,-0.115417,0.457947
1230294,-0.744568,0.471375,-0.121704,0.456726
1230328,-0.722107,0.496765,-0.125916,0.464722
1230360,-0.7005,0.526733,-0.137756,0.461426
1230393,-0.685974,0.546021,-0.142395,0.459351
1230428,-0.677368,0.556335,-0.148315,0.457947
1230462,-0.6745,0.560852,-0.149414,0.456238
1230496,-0.668091,0.568909,-0.154907,0.453918
1230528,-0.664856,0.572876,-0.158997,0.452271
1230564,-0.661316,0.576843,-0.16333,0.450867
1230596,-0.661072,0.576294,-0.163513,0.451782
1230629,-0.663696,0.573792,-0.157166,0.45343
1230664,-0.662781,0.575195,-0.155212,0.453613
1230697,-0.65863,0.578857,-0.159912,0.45343
1230731,-0.655579,0.580017,-0.16333,0.455078
1230765,-0.654297,0.580139,-0.164063,0.456543
1230798,-0.657959,0.577026,-0.158142,0.457336
1230831,-0.658936,0.576843,-0.15509,0.457214
1230865,-0.657288,0.577637,-0.157532,0.457703
1230899,-0.654602,0.578735,-0.161499,0.458801
1230932,-0.653259,0.578674,-0.163879,0.459961
1230966,-0.652649,0.579346,-0.163757,0.460022
1230999,-0.652893,0.579468,-0.162598,0.4599
1231033,-0.652344,0.580017,-0.16217,0.460205
1231066,-0.651428,0.580505,-0.162537,0.460754
1231100,-0.650391,0.580811,-0.162659,0.461731
1231134,-0.651001,0.581238,-0.160767,0.460999
1231166,-0.649414,0.582947,-0.161011,0.46106
1231200,-0.646973,0.58551,-0.163208,0.460388
1231234,-0.643555,0.58844,-0.167603,0.4599
1231267,-0.641052,0.590088,-0.169617,0.460571
1231301,-0.64093,0.589417,-0.169678,0.461548
1231335,-0.643494,0.586182,-0.167053,0.463013
1231369,-0.644043,0.586365,-0.16449,0.462891
1231402,-0.64447,0.586182,-0.163696,0.46283
1231435,-0.643616,0.586487,-0.164795,0.463257
1231469,-0.642456,0.587097,-0.16626,0.463623
1231503,-0.642273,0.587219,-0.166443,0.463562
1231535,-0.642456,0.587158,-0.165955,0.463623
1231570,-0.642395,0.587341,-0.16571,0.463562
1231603,-0.641724,0.588013,-0.16626,0.463501
1231637,-0.641602,0.588074,-0.166382,0.463501
1231671,-0.641541,0.588257,-0.166077,0.463501
1231704,-0.641235,0.588501,-0.165894,0.463562
1231737,-0.64093,0.588745,-0.166138,0.463623
1231771,-0.640869,0.588928,-0.166138,0.463562
1231804,-0.640381,0.589783,-0.166077,0.463135
1231840,-0.638916,0.591736,-0.166748,0.462402
1231871,-0.636353,0.593872,-0.169922,0.462036
1231905,-0.634094,0.595459,-0.171997,0.462341
1231939,-0.631714,0.596863,-0.172974,0.46344
1231971,-0.63385,0.593689,-0.171814,0.465088
1232006,-0.634766,0.593689,-0.169373,0.464722
1232039,-0.635803,0.593018,-0.16803,0.464539
1232072,-0.635193,0.593384,-0.168518,0.464783
1232107,-0.634277,0.593811,-0.169617,0.465149
1232140,-0.63446,0.593811,-0.169495,0.464966
1232178,-0.634521,0.594055,-0.168823,0.464722
1232209,-0.634216,0.594482,-0.16864,0.464661
1232242,-0.634094,0.594543,-0.168823,0.464661
1232275,-0.633911,0.59491,-0.168762,0.464478
1232310,-0.633484,0.595581,-0.168701,0.464233
1232343,-0.63324,0.596252,-0.168579,0.463745
1232376,-0.631836,0.597656,-0.169434,0.463562
1232409,-0.629089,0.599731,-0.172546,0.463501
1232443,-0.627747,0.600708,-0.174194,0.463318
1232476,-0.626709,0.601135,-0.17511,0.463928
1232514,-0.628601,0.598328,-0.172974,0.465698
1232544,-0.629578,0.598206,-0.17041,0.465515
1232579,-0.629944,0.598083,-0.169739,0.465454
1232610,-0.629211,0.598389,-0.170898,0.465698
1232643,-0.62915,0.598267,-0.171143,0.46582
1232678,-0.629456,0.59845,-0.170288,0.465454
1232711,-0.629517,0.598572,-0.170044,0.465271
1232745,-0.629333,0.598816,-0.170288,0.465088
1232780,-0.629089,0.59906,-0.17041,0.465149
1232811,-0.62915,0.599121,-0.170166,0.465088
1232847,-0.629333,0.599304,-0.169617,0.464783
1232879,-0.629089,0.599976,-0.16925,0.464294
1232918,-0.628601,0.600952,-0.169067,0.463867
1232946,-0.627014,0.602539,-0.170471,0.46344
1232979,-0.624817,0.603699,-0.171631,0.464478
1233013,-0.621765,0.604919,-0.172363,0.466614
1233046,-0.620789,0.606018,-0.170532,0.467224
1233080,-0.622925,0.603333,-0.168457,0.468567
1233115,-0.624146,0.603149,-0.166016,0.468079
1233147,-0.624451,0.603027,-0.166077,0.467834
1233184,-0.624023,0.60321,-0.16687,0.467834
1233215,-0.624146,0.60321,-0.166687,0.467773
1233249,-0.624329,0.603455,-0.166199,0.467346
1233281,-0.624023,0.603821,-0.166321,0.467224
1233316,-0.624146,0.604004,-0.166382,0.466858
1233349,-0.62439,0.604004,-0.166016,0.466675
1233386,-0.624512,0.604431,-0.165222,0.466187
1233416,-0.62439,0.60498,-0.165039,0.465698
1233452,-0.623962,0.605713,-0.165039,0.465393
1233483,-0.622742,0.607117,-0.166321,0.464783
1233520,-0.621216,0.608521,-0.167786,0.464417
1233550,-0.619751,0.609619,-0.169617,0.464233
1233588,-0.618225,0.610901,-0.171265,0.463928
1233617,-0.61969,0.608582,-0.170593,0.465271
1233655,-0.621704,0.607483,-0.167725,0.465088
1233684,-0.622803,0.607178,-0.165771,0.464722
1233720,-0.622437,0.6073,-0.166504,0.464783
1233752,-0.621887,0.607483,-0.167419,0.464905
1233788,-0.622375,0.607361,-0.166748,0.464722
1233820,-0.622925,0.607178,-0.165894,0.464539
1233854,-0.622498,0.607605,-0.166077,0.464478
1233886,-0.622498,0.607605,-0.16626,0.464478
1233924,-0.622498,0.607727,-0.166016,0.464294
1233954,-0.622498,0.607788,-0.165833,0.464294
1233987,-0.622498,0.60791,-0.165833,0.464172
1234021,-0.622742,0.608276,-0.165161,0.463623
1234056,-0.621948,0.609253,-0.165466,0.463318
1234088,-0.620483,0.610535,-0.167175,0.462952
1234122,-0.618286,0.612244,-0.169983,0.462646
1234154,-0.616699,0.613586,-0.171387,0.462341
1234189,-0.618591,0.611206,-0.169922,0.463623
1234221,-0.620361,0.610535,-0.166931,0.463135
1234258,-0.621399,0.610229,-0.165161,0.46283
1234288,-0.621399,0.609863,-0.166138,0.462891
1234322,-0.620972,0.610046,-0.166992,0.462952
1234356,-0.621216,0.610107,-0.166504,0.462769
1234390,-0.621826,0.609985,-0.165527,0.462463
1234423,-0.621765,0.610413,-0.165222,0.462097
1234457,-0.621826,0.610718,-0.164734,0.461731
1234490,-0.622009,0.611084,-0.164001,0.461243
1234525,-0.620911,0.612183,-0.164795,0.460999
1234558,-0.618347,0.613892,-0.168274,0.460938
1234592,-0.61676,0.614868,-0.170715,0.460876
1234624,-0.615784,0.61554,-0.171875,0.460876
1234659,-0.61853,0.612061,-0.170227,0.462402
1234691,-0.619995,0.612061,-0.16687,0.46167
1234725,-0.62085,0.611572,-0.165833,0.461487
1234759,-0.620117,0.611816,-0.167175,0.461731
1234793,-0.619812,0.611938,-0.167664,0.461792
1234826,-0.620667,0.611633,-0.166687,0.461487
1234863,-0.620544,0.611816,-0.166199,0.461548
1234892,-0.620361,0.611938,-0.166443,0.461426
1234928,-0.620361,0.612122,-0.16626,0.461365
1234960,-0.620605,0.612488,-0.165344,0.460876
1234994,-0.620972,0.612671,-0.164551,0.460388
1235027,-0.619812,0.613953,-0.165527,0.4599
1235061,-0.61853,0.614807,-0.167664,0.459717
1235095,-0.616516,0.615784,-0.171021,0.459839
1235128,-0.615356,0.616577,-0.172485,0.459839
1235162,-0.617371,0.61377,-0.171692,0.461182
1235197,-0.619812,0.612976,-0.167114,0.460632
1235229,-0.620605,0.612549,-0.166138,0.460388
1235266,-0.620178,0.61261,-0.167053,0.460571
1235297,-0.619629,0.612915,-0.167786,0.460754
1235330,-0.620239,0.612793,-0.166809,0.460449
1235364,-0.620911,0.612976,-0.165344,0.459778
1235397,-0.620911,0.613342,-0.164673,0.459473
1235430,-0.620544,0.614075,-0.164612,0.459045
1235465,-0.618958,0.615356,-0.166565,0.458801
1235498,-0.617432,0.616333,-0.168945,0.458679
1235531,-0.616272,0.616821,-0.170837,0.458862
1235566,-0.615112,0.617615,-0.172485,0.458801
1235599,-0.616943,0.615112,-0.171387,0.460022
1235632,-0.618713,0.614807,-0.168213,0.45929
1235666,-0.619629,0.614502,-0.166443,0.459045
1235699,-0.619324,0.614502,-0.167358,0.459167
1235733,-0.618591,0.614868,-0.168335,0.45929
1235766,-0.618896,0.614807,-0.167603,0.459229
1235801,-0.619385,0.614685,-0.16687,0.459045
1235833,-0.619324,0.614807,-0.166626,0.458984
1235867,-0.619446,0.614868,-0.166382,0.458923
1235902,-0.619934,0.614868,-0.165527,0.458557
1235933,-0.6203,0.615295,-0.164246,0.457947
1235967,-0.620422,0.615601,-0.163513,0.457642
1236002,-0.619446,0.616577,-0.164246,0.457336
1236034,-0.617798,0.617676,-0.166443,0.457275
1236069,-0.615906,0.618896,-0.16925,0.457214
1236103,-0.61676,0.624207,-0.154968,0.453796
1236135,-0.660156,0.600769,-0.136902,0.429626
1236169,-0.678223,0.575317,-0.125793,0.439514
1236204,-0.680847,0.546692,-0.113037,0.474121
1236236,-0.702942,0.518494,-0.107544,0.474792
1236269,-0.718506,0.490845,-0.086853,0.485046
1236302,-0.725952,0.49231,-0.108643,0.467834
1236338,-0.72937,0.481201,-0.113403,0.472839
1236370,-0.742798,0.445618,-0.0913696,0.491211
1236404,-0.765259,0.362793,-0.0535889,0.528992
1236438,-0.774536,0.329346,-0.0405273,0.538452
1236470,-0.74408,0.403687,-0.0665894,0.528198
1236505,-0.717529,0.462646,-0.0942383,0.512085
1236539,-0.708008,0.493103,-0.107788,0.493958
1236572,-0.706116,0.500488,-0.113037,0.487976
1236606,-0.700745,0.49231,-0.0961304,0.507324
1236639,-0.710022,0.431091,-0.0436401,0.555115
1236673,-0.727966,0.395081,-0.0408936,0.558838
1236707,-0.718262,0.406128,-0.0457764,0.56311
1236740,-0.729736,0.374329,-0.0119629,0.572021
1236773,-0.742371,0.308899,0.0203857,0.594177
1236808,-0.759338,0.264282,0.034729,0.593567
1236840,-0.768921,0.278076,0.0171509,0.575439
1236875,-0.760742,0.294678,-0.00158691,0.578247
1236907,-0.756897,0.321411,-0.0184326,0.568787
1236941,-0.760315,0.322388,-0.0239258,0.563416
1236974,-0.773254,0.299805,-0.0135498,0.558594
1237009,-0.771545,0.299255,-0.0150146,0.561157
1237042,-0.766296,0.277527,0.00183105,0.579407
1237075,-0.775757,0.220337,0.034668,0.590271
1237109,-0.78064,0.159851,0.0518188,0.60199
1237143,-0.781006,0.1922,0.0308838,0.593384
1237176,-0.773071,0.21698,0.0256958,0.59552
1237210,-0.775208,0.216187,0.0255127,0.593018
1237245,-0.773621,0.215393,0.0253906,0.595398
1237280,-0.770264,0.219849,0.0234985,0.598206
1237310,-0.768921,0.234985,0.0155029,0.594421
1237345,-0.76123,0.266785,0.00311279,0.591003
1237377,-0.747437,0.315979,-0.0194092,0.584045
1237411,-0.733826,0.357605,-0.032959,0.57666
1237445,-0.720581,0.396118,-0.0466919,0.567139
1237478,-0.718567,0.40271,-0.0462036,0.565063
1237511,-0.718811,0.39801,-0.0413818,0.568542
1237545,-0.721436,0.387329,-0.0327148,0.573059
1237578,-0.716614,0.395874,-0.0379028,0.573059
1237612,-0.710449,0.405151,-0.0466309,0.573547
1237646,-0.701294,0.421997,-0.0507202,0.572327
1237679,-0.694519,0.436462,-0.053894,0.569397
1237713,-0.690552,0.447021,-0.0647583,0.56488
1237746,-0.695557,0.45874,-0.078064,0.547424
1237781,-0.710876,0.466492,-0.0866089,0.519226
1237813,-0.723267,0.477356,-0.102173,0.488403
1237848,-0.731934,0.489502,-0.109619,0.461182
1237882,-0.736267,0.504761,-0.103149,0.438782
1237915,-0.720947,0.517456,-0.0966797,0.450684
1237949,-0.718262,0.522888,-0.0991211,0.448181
1237982,-0.719971,0.516113,-0.109741,0.450867
1238015,-0.72052,0.526184,-0.127075,0.43335
1238050,-0.716187,0.53302,-0.139526,0.428345
1238083,-0.702637,0.542053,-0.138184,0.439819
1238115,-0.686523,0.551941,-0.137329,0.452942
1238150,-0.667847,0.568054,-0.144775,0.458618
1238183,-0.656006,0.57843,-0.15741,0.458618
1238216,-0.660583,0.57135,-0.153442,0.462219
1238250,-0.675842,0.565002,-0.133179,0.454102
1238284,-0.688538,0.554626,-0.126099,0.44989
1238317,-0.689148,0.554993,-0.1297,0.44751
1238352,-0.688416,0.558044,-0.138489,0.4422
1238384,-0.691162,0.55542,-0.137268,0.441589
1238417,-0.695068,0.552185,-0.136353,0.439758
1238452,-0.688477,0.556885,-0.133728,0.444946
1238485,-0.675659,0.563232,-0.126831,0.458496
1238519,-0.665588,0.563232,-0.117676,0.475342
1238553,-0.664368,0.55603,-0.0869751,0.491821
1238586,-0.685059,0.538818,-0.0955811,0.480896
1238619,-0.703247,0.526001,-0.101257,0.467407
1238653,-0.698242,0.532227,-0.107849,0.466492
1238687,-0.702881,0.538879,-0.118286,0.448975
1238720,-0.7146,0.535339,-0.128784,0.43158
1238753,-0.715027,0.536377,-0.134216,0.427795
1238788,-0.71698,0.538452,-0.147522,0.41748
1238822,-0.719055,0.538757,-0.149109,0.412842
1238855,-0.719849,0.537292,-0.14917,0.413452
1238889,-0.714844,0.536499,-0.154602,0.421021
1238922,-0.702576,0.536987,-0.142273,0.444702
1238956,-0.679565,0.550354,-0.136475,0.465515
1238989,-0.642822,0.576782,-0.14502,0.482849
1239023,-0.632568,0.585266,-0.149963,0.484558
1239056,-0.630798,0.58429,-0.148926,0.488342
1239090,-0.628723,0.586914,-0.151978,0.486938
1239124,-0.624146,0.592957,-0.156616,0.484131
1239157,-0.6203,0.595337,-0.163574,0.483704
1239190,-0.618591,0.595581,-0.166687,0.484619
1239225,-0.617737,0.595886,-0.167603,0.484985
1239257,-0.616455,0.598633,-0.166443,0.483643
1239292,-0.613403,0.603149,-0.166626,0.481873
1239324,-0.609924,0.606812,-0.167664,0.481262
1239358,-0.610413,0.605347,-0.169067,0.482056
1239392,-0.611267,0.602722,-0.167603,0.484741
1239426,-0.611084,0.60321,-0.167664,0.484375
1239459,-0.610291,0.603638,-0.168091,0.48468
1239493,-0.609558,0.604309,-0.168945,0.484497
1239526,-0.608704,0.605103,-0.169556,0.484375
1239560,-0.608826,0.605347,-0.168701,0.484192
1239594,-0.608337,0.606262,-0.168274,0.483887
1239628,-0.607605,0.606628,-0.168701,0.48407
1239660,-0.607178,0.607178,-0.168701,0.483948
1239695,-0.606689,0.608093,-0.168335,0.483582
1239728,-0.606384,0.608582,-0.168213,0.483276
1239761,-0.606018,0.609192,-0.168396,0.483032
1239796,-0.605225,0.609924,-0.168884,0.48291
1239828,-0.605347,0.609924,-0.168579,0.482788
1239862,-0.605103,0.610474,-0.168335,0.482483
1239897,-0.604797,0.611023,-0.168335,0.482178
1239929,-0.604736,0.611084,-0.168213,0.4823
1239964,-0.604187,0.611694,-0.168335,0.482178
1239996,-0.603455,0.612305,-0.168823,0.482056
1240030,-0.601746,0.614319,-0.168823,0.481689
1240063,-0.596313,0.61853,-0.170593,0.482483
1240096,-0.593872,0.621399,-0.171204,0.481567
1240131,-0.592651,0.622864,-0.172302,0.480774
1240164,-0.595276,0.618774,-0.17157,0.483093
1240198,-0.595825,0.61853,-0.170471,0.483093
1240232,-0.595947,0.618652,-0.169617,0.483032
1240265,-0.595337,0.618896,-0.17041,0.483215
1240299,-0.595093,0.618958,-0.170776,0.483337
1240333,-0.59491,0.619263,-0.170776,0.483154
1240365,-0.59491,0.619263,-0.170654,0.483215
1240398,-0.594788,0.619385,-0.170654,0.483093
1240434,-0.594604,0.61969,-0.170837,0.482971
1240466,-0.594604,0.619629,-0.170654,0.483154
1240500,-0.59436,0.619812,-0.170776,0.483154
1240533,-0.594055,0.620056,-0.171082,0.483032
1240568,-0.594116,0.620178,-0.170959,0.48291
1240600,-0.593933,0.620544,-0.171082,0.482544
1240634,-0.593628,0.621033,-0.171326,0.4823
1240667,-0.593201,0.621704,-0.171448,0.481873
1240701,-0.591003,0.624207,-0.172546,0.480957
1240735,-0.589355,0.626038,-0.174622,0.479797
1240768,-0.588318,0.627075,-0.176147,0.479248
1240801,-0.587769,0.627136,-0.177673,0.479248
1240835,-0.590332,0.622803,-0.17572,0.482483
1240870,-0.59021,0.623291,-0.174988,0.482178
1240903,-0.590332,0.62323,-0.174805,0.482239
1240936,-0.589722,0.623169,-0.17572,0.482666
1240971,-0.589783,0.623108,-0.175781,0.482666
1241003,-0.589844,0.623291,-0.175293,0.482544
1241038,-0.589539,0.623535,-0.175415,0.482605
1241071,-0.589111,0.623535,-0.176208,0.482849
1241104,-0.588928,0.623779,-0.17627,0.482727
1241138,-0.58905,0.623901,-0.175903,0.482544
1241171,-0.588989,0.623962,-0.175964,0.482544
1241205,-0.588623,0.624268,-0.17627,0.482422
1241243,-0.588135,0.625,-0.176575,0.481934
1241273,-0.587952,0.625549,-0.17627,0.481567
1241306,-0.586243,0.627319,-0.177551,0.480957
1241340,-0.58429,0.628967,-0.180176,0.480164
1241373,-0.582764,0.630249,-0.182068,0.479614
1241406,-0.582092,0.631042,-0.183167,0.478943
1241440,-0.5849,0.62677,-0.181458,0.48175
1241473,-0.58551,0.626465,-0.180542,0.481873
1241507,-0.585815,0.626282,-0.179199,0.482178
1241540,-0.585144,0.626465,-0.180115,0.482422
1241574,-0.584351,0.62677,-0.181152,0.482605
1241607,-0.584595,0.626587,-0.180847,0.482605
1241641,-0.584473,0.62677,-0.180847,0.482544
1241675,-0.583679,0.627319,-0.181702,0.482483
1241708,-0.583252,0.627502,-0.182251,0.482544
1241741,-0.583496,0.627808,-0.181702,0.482056
1241776,-0.583313,0.62854,-0.181213,0.481567
1241808,-0.582397,0.629578,-0.182007,0.480957
1241842,-0.580933,0.630676,-0.184204,0.480469
1241876,-0.578674,0.632629,-0.187622,0.479248
1241910,-0.577698,0.633545,-0.189087,0.478638
1241942,-0.579102,0.631653,-0.189392,0.47937
1241978,-0.581787,0.628784,-0.186584,0.480957
1242010,-0.581604,0.629333,-0.185486,0.480835
1242046,-0.581238,0.629333,-0.186035,0.48114
1242077,-0.580933,0.629333,-0.186829,0.481201
1242111,-0.58136,0.629272,-0.186279,0.481018
1242144,-0.58136,0.629639,-0.185791,0.480713
1242178,-0.581116,0.629883,-0.186218,0.48053
1242213,-0.581116,0.630005,-0.186157,0.480408
1242248,-0.580811,0.630859,-0.185669,0.479797
1242279,-0.580505,0.631531,-0.185486,0.47937
1242313,-0.578857,0.633362,-0.187073,0.478271
1242346,-0.577271,0.634888,-0.189453,0.477295
1242380,-0.576233,0.635681,-0.191589,0.476685
1242414,-0.575439,0.636414,-0.191772,0.476501
1242447,-0.578064,0.633179,-0.19104,0.477966
1242481,-0.578613,0.632629,-0.189575,0.478577
1242514,-0.578308,0.632935,-0.189087,0.47876
1242548,-0.578125,0.632629,-0.189819,0.479004
1242582,-0.577698,0.632813,-0.190186,0.479187
1242615,-0.578064,0.632813,-0.189514,0.479004
1242650,-0.57843,0.632751,-0.189026,0.478882
1242683,-0.578247,0.633301,-0.188782,0.478394
1242717,-0.578003,0.63385,-0.188599,0.478088
1242750,-0.578125,0.634155,-0.188171,0.477722
1242784,-0.577087,0.635559,-0.18866,0.476929
1242816,-0.575134,0.637085,-0.190735,0.476379
1242850,-0.572998,0.638611,-0.192871,0.476074
1242884,-0.571655,0.639526,-0.194214,0.47583
1242917,-0.572998,0.637939,-0.194702,0.476196
1242950,-0.575012,0.635803,-0.192017,0.477783
1242987,-0.575806,0.635559,-0.19043,0.477783
1243018,-0.575684,0.635559,-0.190552,0.477783
1243052,-0.574707,0.635925,-0.191711,0.478088
1243085,-0.575012,0.635559,-0.191589,0.478271
1243120,-0.575317,0.635681,-0.190918,0.478027
1243152,-0.574951,0.635925,-0.19104,0.478027
1243187,-0.574829,0.635986,-0.191345,0.477966
1243220,-0.57489,0.636169,-0.191162,0.477783
1243255,-0.574951,0.636597,-0.190613,0.477356
1243287,-0.575012,0.636902,-0.190247,0.47699
1243331,-0.574097,0.638184,-0.190613,0.476257
1243355,-0.572693,0.639404,-0.192261,0.475647
1243387,-0.570679,0.640991,-0.194275,0.475098
1243421,-0.568542,0.642456,-0.19635,0.474792
1243456,-0.56897,0.641418,-0.197327,0.475342
1243488,-0.572144,0.638123,-0.194824,0.47699
1243523,-0.572388,0.638489,-0.192993,0.476929
1243555,-0.572083,0.638733,-0.193359,0.476807
1243593,-0.571289,0.638611,-0.194763,0.477417
1243622,-0.571533,0.63855,-0.194336,0.477295
1243657,-0.57196,0.638672,-0.193481,0.477051
1243689,-0.571777,0.638794,-0.19342,0.477112
1243722,-0.571838,0.638733,-0.193665,0.47699
1243757,-0.571899,0.638855,-0.193481,0.476807
1243791,-0.571777,0.639526,-0.193115,0.476257
1243824,-0.571594,0.639954,-0.193054,0.475891
1243859,-0.570068,0.641541,-0.19397,0.475159
1243890,-0.568542,0.642761,-0.195557,0.474731
1243927,-0.5672,0.643738,-0.197205,0.474304
1243958,-0.56543,0.645203,-0.19873,0.473877
1243993,-0.565857,0.643982,-0.199768,0.474548
1244025,-0.567627,0.641418,-0.198547,0.47644
1244059,-0.568176,0.641602,-0.196716,0.476196
1244091,-0.568054,0.641724,-0.196655,0.476318
1244128,-0.567322,0.641846,-0.197876,0.47644
1244159,-0.567688,0.641663,-0.197693,0.476318
1244194,-0.568298,0.641602,-0.197021,0.476013
1244227,-0.568298,0.641907,-0.196533,0.475769
1244264,-0.568542,0.641846,-0.19635,0.475586
1244294,-0.568909,0.642151,-0.195618,0.475098
1244328,-0.568726,0.642944,-0.195129,0.474426
1244361,-0.567566,0.644165,-0.195923,0.473877
1244395,-0.565796,0.645325,-0.198181,0.47345
1244428,-0.564331,0.646423,-0.19989,0.472961
1244463,-0.562805,0.647705,-0.200623,0.472717
1244495,-0.563538,0.646973,-0.200745,0.472839
1244529,-0.565552,0.644226,-0.19928,0.474792
1244563,-0.565674,0.644836,-0.198059,0.474304
1244596,-0.566101,0.64447,-0.198059,0.474365
1244629,-0.565796,0.644287,-0.198853,0.474609
1244665,-0.565857,0.64447,-0.198792,0.474304
1244696,-0.56604,0.644531,-0.198425,0.474182
